,Player,Pos,Wt,40yd,Vertical,Broad Jump,3Cone,Shuttle,5AV,Pick,Height (cm)
274,Austin Shepherd,OT,315.0,5.39,29.0,94.0,8.04,4.7,2.0,228.0,193.04
283,Donovan Smith,OT,338.0,5.27,32.0,109.0,7.95,4.79,43.0,34.0,198.12
297,Laken Tomlinson,OG,323.0,5.33,31.5,103.0,8.17,4.87,34.0,28.0,190.5
7,Vadal Alexander,OT,326.0,5.57,24.0,95.0,8.04,4.9,8.0,234.0,195.58
17,Willie Beavers,OT,321.0,5.28,25.5,103.0,7.96,4.71,0.0,121.0,195.58
19,Caleb Benenoch,OT,311.0,4.98,28.0,104.0,8.15,5.11,24.0,148.0,195.58
22,Austin Blythe,C,298.0,5.36,27.5,99.0,7.52,4.53,27.0,248.0,187.96
24,Evan Boehm,C,302.0,5.33,28.5,96.0,7.52,4.69,26.0,128.0,187.96
63,Jack Conklin,OT,308.0,5.0,30.0,103.0,7.63,4.57,51.0,8.0,198.12
74,Joe Dahl,OT,304.0,5.18,31.0,109.0,7.64,4.77,11.0,151.0,193.04
79,Taylor Decker,OT,310.0,5.23,29.0,101.0,7.7,4.76,39.0,16.0,200.66
87,Spencer Drango,OT,315.0,5.27,27.0,100.0,7.88,4.66,16.0,168.0,198.12
108,Joshua Garnett,OG,312.0,5.32,29.0,99.0,7.62,4.64,15.0,28.0,193.04
110,Graham Glasgow,C,307.0,5.13,25.0,106.0,7.63,4.63,32.0,95.0,198.12
120,Joe Haeg,OT,304.0,5.16,27.5,111.0,7.47,4.47,21.0,155.0,198.12
124,Jerald Hawkins,OT,305.0,5.23,23.5,100.0,8.19,4.89,6.0,123.0,198.12
169,Ryan Kelly,C,311.0,5.03,30.0,103.0,7.58,4.59,38.0,18.0,193.04
184,Alex Lewis,OT,312.0,5.22,29.5,100.0,7.94,4.72,30.0,130.0,198.12
202,Nick Martin,C,299.0,5.22,28.0,97.0,7.57,4.72,54.0,50.0,193.04
210,Connor McGovern,OG,306.0,5.11,33.0,109.0,7.5,4.65,40.0,144.0,193.04
271,Isaac Seumalo,OG,303.0,5.19,26.0,105.0,7.4,4.52,18.0,79.0,193.04
288,Jason Spriggs,OT,301.0,4.94,31.5,115.0,7.7,4.44,16.0,48.0,198.12
297,John Theus,OT,313.0,5.22,28.0,103.0,7.9,4.78,2.0,145.0,198.12
303,Joe Thuney,OT,304.0,4.95,28.5,110.0,7.47,4.54,45.0,78.0,195.58
304,Cole Toner,OT,306.0,5.32,26.0,103.0,7.88,4.59,6.0,170.0,195.58
307,Sebastian Tretola,OG,314.0,5.45,23.5,90.0,7.94,5.02,0.0,193.0,193.04
312,Halapoulivaati Vaitai,OT,320.0,5.26,29.0,113.0,8.26,5.0,18.0,164.0,198.12
324,Cody Whitehair,OT,301.0,5.02,25.5,110.0,7.32,4.58,33.0,56.0,193.04
